rgn_id,year,value
1,2005,0.032970904372632504
1,2006,0.10162366144359113
1,2007,0.02100568022578955
1,2008,0.11966523346491159
1,2009,0.14322014930658042
1,2010,0.16374463932588698
1,2011,0.07789480276405812
1,2012,0.07344405008479953
1,2013,0.08244191398844124
1,2014,0.14809778947383165
1,2015,0.07516459678299725
2,2005,0.12599512729793788
2,2006,0.18870191131718458
2,2007,0.030810229759663344
2,2008,0.07889949195086957
2,2009,0.1432454118039459
2,2010,0.12302037216722966
2,2011,0.04222899391315878
2,2012,0.18638140009716153
2,2013,0.13589700344018638
2,2014,0.17952987137250603
2,2015,0.17827816004864872
3,2005,0.09081726595759393
3,2006,0.046242922917008406
3,2007,0.11434575663879515
3,2008,0.08351369481533766
3,2009,0.019906174996867778
3,2010,0.04124678960070014
3,2011,0.1915916101075709
3,2012,0.18740310776047409
3,2013,0.08840989954769612
3,2014,0.0970414839219302
3,2015,0.06346844891086222
4,2005,0.1437400767579675
4,2006,0.07761998092755676
4,2007,0.03828371851705015
4,2008,0.07138263280503453
4,2009,0.08040795829147102
4,2010,0.18751484439708294
4,2011,0.11781397685408593
4,2012,0.19068615422584118
4,2013,0.11660739434883
4,2014,0.10381385106593372
4,2015,0.1832155950367451
5,2005,0.13330704187974335
5,2006,0.12746725506149234
5,2007,0.075735621759668
5,2008,0.1334979660343379
5,2009,0.10845849285833538
5,2010,0.08045970774255694
5,2011,0.1011649147141725
5,2012,0.15306828063912692
5,2013,0.1382669609505683
5,2014,0.08574098530225456
5,2015,0.1581797981169075
6,2005,0.14851199300028384
6,2006,0.002930914517492056
6,2007,0.10480491956695914
6,2008,0.16431578560732307
6,2009,0.059375779097899796
6,2010,0.1963043240364641
6,2011,0.13638545623980464
6,2012,0.12325374823994935
6,2013,0.05448387982323766
6,2014,0.12422055285423994
6,2015,0.0019466710276901723
7,2005,0.03365670293569565
7,2006,0.1601905885152519
7,2007,0.1573232639115304
7,2008,0.12678413609974087
7,2009,0.012770159915089608
7,2010,0.05681785298511386
7,2011,0.10867571718990804
7,2012,0.1577447065152228
7,2013,0.18988332673907282
7,2014,0.045081510208547115
7,2015,0.004700499773025513
8,2005,0.12521793344058096
8,2006,0.11062196991406381
8,2007,0.03543512700125575
8,2008,0.10121473968029022
8,2009,0.0530656214337796
8,2010,0.07491353619843721
8,2011,0.019576890440657736
8,2012,0.17342566289007666
8,2013,0.03154120133258403
8,2014,0.15088131516240538
8,2015,0.011892308061942459
9,2005,0.153354506008327
9,2006,0.1046622554305941
9,2007,0.05992207871749997
9,2008,0.19639275646768511
9,2009,0.1043632228858769
9,2010,9.58089902997017e-4
9,2011,0.022039461648091674
9,2012,0.17412538463249805
9,2013,0.10703916689381004
9,2014,0.13752674777060747
9,2015,0.13794811619445682
10,2005,0.18356583849526942
10,2006,0.1822274941019714
10,2007,0.17272097868844868
10,2008,0.19763250569812954
10,2009,0.17197791966609657
10,2010,0.13739426056854429
10,2011,0.005827386863529682
10,2012,0.0365798297803849
10,2013,0.15436387108638883
10,2014,0.1835180263500661
10,2015,0.064056336600333455
11,2005,0.09481751336716115
11,2006,0.14259324758313596
11,2007,0.041376871149986984
11,2008,0.089298900263384
11,2009,0.17834888794459403
11,2010,0.08795969067141414
11,2011,0.18695047278888524
11,2012,0.17348656659014525
11,2013,0.09892356940545143
11,2014,0.16407277849502863
11,2015,0.07515155766159297
12,2005,0.19024190851487222
12,2006,0.016004874324426054
12,2007,0.10284649911336602
12,2008,0.06857812181115151
12,2009,0.13948490470647812
12,2010,0.06363911530934274
12,2011,0.18964293552562594
12,2012,0.11838955427519977
12,2013,0.19909845013171434
12,2014,4.485416691750288e-4
12,2015,0.18232958824373782
14,2005,0.092581682279706
14,2006,0.03609522180631757
14,2007,0.064273929502815
14,2008,0.11715703229419888
14,2009,0.054223195649683475
14,2010,0.10329204420559109
14,2011,0.061016163975000384
14,2012,0.0015494852792471649
14,2013,0.018750344729050995
14,2014,0.019820113247260452
14,2015,0.14938168697990478
15,2005,0.13221096023917198
15,2006,0.09714714097790421
15,2007,0.1633354239165783
15,2008,0.002343991352245212
15,2009,0.09999615391716361
15,2010,0.12329191421158613
15,2011,0.09409439847804607
15,2012,0.08701393171213567
15,2013,0.02485300349071622
15,2014,0.1710734348744154
15,2015,0.03198248213157058
16,2005,0.11966886119917036
16,2006,0.020343856513500215
16,2007,0.11861495678313078
16,2008,0.06008950597606599
16,2009,0.13005766696296633
16,2010,0.06945828902535141
16,2011,0.08510681316256524
16,2012,0.16726336306892337
16,2013,0.1459463090635836
16,2014,0.12565884520299733
16,2015,0.07063159705139697
17,2005,0.03660630383528769
17,2006,0.12320743738673628
17,2007,0.1738451337441802
17,2008,0.17142385235056282
17,2009,0.15599062079563739
17,2010,0.12347803306765855
17,2011,0.10462209414690733
17,2012,0.14585571913048626
17,2013,0.03114369595423341
17,2014,0.0043712815735489135
17,2015,0.19136623167432845
